latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
-13.3471,132.2245,355.8,1.3,1.1,2019-09-26,0146,Terra,MODIS,97,6.3,315.5,81.3,D,0
-13.3606,132.4063,330.1,1.3,1.1,2019-09-26,0146,Terra,MODIS,68,6.3,310.2,20.8,D,0
-13.3354,132.214,338,1.3,1.1,2019-09-26,0146,Terra,MODIS,82,6.3,313,30.1,D,0
-13.3338,132.2021,334.9,1.3,1.1,2019-09-26,0146,Terra,MODIS,78,6.3,313.6,23,D,0
-14.1821,126.5555,326.6,1.1,1.1,2019-09-26,0147,Terra,MODIS,26,6.3,310.2,8.6,D,0
-14.1915,126.5539,335.3,1.1,1.1,2019-09-26,0147,Terra,MODIS,56,6.3,312.2,21.2,D,0
-14.201,126.5524,369.9,1.1,1.1,2019-09-26,0147,Terra,MODIS,87,6.3,311.3,114.7,D,0
-14.328,126.8988,343,1.1,1,2019-09-26,0147,Terra,MODIS,87,6.3,313.9,27.6,D,0
-14.3296,126.9088,367.8,1.1,1,2019-09-26,0147,Terra,MODIS,100,6.3,316.4,94.6,D,0
-14.3404,126.9172,338,1.1,1,2019-09-26,0147,Terra,MODIS,61,6.3,316.2,17.4,D,0
-15.476,134.9929,328.7,2.2,1.4,2019-09-26,0147,Terra,MODIS,64,6.3,305.7,44,D,0
-15.5383,135.0842,324.8,2.2,1.4,2019-09-26,0147,Terra,MODIS,18,6.3,302.3,30,D,0
-15.5918,134.8705,336.2,2.2,1.4,2019-09-26,0147,Terra,MODIS,79,6.3,308.3,59.4,D,0
-15.5907,134.8639,339.8,2.2,1.4,2019-09-26,0147,Terra,MODIS,85,6.3,307.4,77.6,D,0
-15.6035,134.8624,342.8,2.2,1.4,2019-09-26,0147,Terra,MODIS,88,6.3,307.1,91,D,0
-15.6152,134.9634,331.8,2.2,1.4,2019-09-26,0147,Terra,MODIS,64,6.3,306.6,40,D,0
-15.6176,134.9841,333.2,2.2,1.4,2019-09-26,0147,Terra,MODIS,77,6.3,305.7,49.2,D,0
-15.6269,134.8393,332,2.1,1.4,2019-09-26,0147,Terra,MODIS,64,6.3,306.6,50.5,D,0
-15.4966,130.0617,335.4,1.1,1,2019-09-26,0147,Terra,MODIS,20,6.3,311.2,18.2,D,0
-15.4995,130.082,333.4,1.1,1,2019-09-26,0147,Terra,MODIS,26,6.3,314.3,15.3,D,0
-15.5222,130.0616,327.8,1.1,1,2019-09-26,0147,Terra,MODIS,53,6.3,310.5,10.1,D,0
-15.5236,130.0719,337,1.1,1,2019-09-26,0147,Terra,MODIS,79,6.3,311.6,23.3,D,0
-16.3698,123.9345,332.2,1.5,1.2,2019-09-26,0147,Terra,MODIS,0,6.3,304.4,30.8,D,0
-16.3891,123.9178,325.3,1.5,1.2,2019-09-26,0147,Terra,MODIS,24,6.3,307,15,D,0
-16.5698,124.8954,331.4,1.3,1.1,2019-09-26,0147,Terra,MODIS,63,6.3,309.8,21.5,D,0
-16.5679,124.8892,328.3,1.3,1.1,2019-09-26,0147,Terra,MODIS,50,6.3,311.3,15.5,D,0
-16.5799,124.8993,331.9,1.3,1.1,2019-09-26,0147,Terra,MODIS,73,6.3,310.5,21.2,D,0
-16.426,123.9187,332.9,1.5,1.2,2019-09-26,0147,Terra,MODIS,65,6.3,306.4,31.2,D,0
-16.4606,123.9269,330.8,1.5,1.2,2019-09-26,0147,Terra,MODIS,67,6.3,306.7,27.4,D,0
-17.0466,122.4265,333.6,1.8,1.3,2019-09-26,0147,Terra,MODIS,73,6.3,313.9,40.4,D,0
-17.9227,122.2313,357.1,1.8,1.3,2019-09-26,0148,Terra,MODIS,0,6.3,313.3,150,D,0
-17.9345,122.229,377.7,1.8,1.3,2019-09-26,0148,Terra,MODIS,0,6.3,312.4,309.4,D,0
-42.5562,147.748,340,1.2,1.1,2019-09-26,0427,Aqua,MODIS,92,6.3,295.5,51.3,D,0
-42.5587,147.7342,334.9,1.2,1.1,2019-09-26,0427,Aqua,MODIS,89,6.3,296.5,41.4,D,0
-40.8286,147.9298,317.5,1.2,1.1,2019-09-26,0428,Aqua,MODIS,37,6.3,285.7,19.8,D,0
-40.9924,147.773,301.2,1.2,1.1,2019-09-26,0428,Aqua,MODIS,45,6.3,286.9,7,D,0
-40.9898,147.7873,302.4,1.2,1.1,2019-09-26,0428,Aqua,MODIS,52,6.3,285.1,7.9,D,0
-38.279,145.1379,303.1,1.1,1,2019-09-26,0428,Aqua,MODIS,55,6.3,292.3,4.6,D,0
-40.8288,147.94,316.8,1.2,1.1,2019-09-26,0428,Aqua,MODIS,25,6.3,284.2,19,D,0
-34.3035,144.0632,335.8,1.1,1,2019-09-26,0429,Aqua,MODIS,85,6.3,306.4,27.9,D,0
-34.2774,146.1985,322.8,1.3,1.1,2019-09-26,0429,Aqua,MODIS,74,6.3,302.4,18.6,D,0
-34.3016,144.0749,330.6,1.1,1,2019-09-26,0429,Aqua,MODIS,80,6.3,304.6,19.7,D,0
-34.2748,146.2129,320.8,1.3,1.1,2019-09-26,0429,Aqua,MODIS,71,6.3,302.1,15.7,D,0
-37.3847,142.1241,303,1,1,2019-09-26,0429,Aqua,MODIS,50,6.3,293,4,D,0
-37.5694,142.5128,305.8,1,1,2019-09-26,0429,Aqua,MODIS,54,6.3,293.5,5.7,D,0
-38.0548,142.5222,303.3,1,1,2019-09-26,0429,Aqua,MODIS,56,6.3,291.3,4.9,D,0
-34.8861,138.572,317.1,1.2,1.1,2019-09-26,0430,Aqua,MODIS,65,6.3,301.8,8.2,D,2
-31.4555,147.0122,323,1.7,1.3,2019-09-26,0430,Aqua,MODIS,68,6.3,311.1,14.5,D,0
-31.6657,146.5733,323.4,1.6,1.2,2019-09-26,0430,Aqua,MODIS,68,6.3,310,15.8,D,0
-32.0746,146.1245,329.5,1.4,1.2,2019-09-26,0430,Aqua,MODIS,77,6.3,308.3,32.2,D,0
-32.0718,146.1397,321.1,1.5,1.2,2019-09-26,0430,Aqua,MODIS,60,6.3,306,16,D,0
-30.8278,152.1001,316.4,3.7,1.8,2019-09-26,0430,Aqua,MODIS,0,6.3,289.5,92.2,D,0
-32.1391,147.018,325.1,1.6,1.3,2019-09-26,0430,Aqua,MODIS,73,6.3,307.6,22.6,D,0
-32.1359,147.0352,327.6,1.6,1.3,2019-09-26,0430,Aqua,MODIS,76,6.3,307.6,27.6,D,0
-32.2496,146.9289,323.1,1.6,1.2,2019-09-26,0430,Aqua,MODIS,65,6.3,308,17,D,0
-32.3736,146.7575,325,1.6,1.2,2019-09-26,0430,Aqua,MODIS,72,6.3,307.6,21.4,D,0
-32.4586,147.4808,325.4,1.7,1.3,2019-09-26,0430,Aqua,MODIS,73,6.3,306.1,28.1,D,0
-32.4551,147.4989,323.4,1.7,1.3,2019-09-26,0430,Aqua,MODIS,64,6.3,302.8,25,D,0
-32.4547,147.4866,327.1,1.7,1.3,2019-09-26,0430,Aqua,MODIS,75,6.3,304.6,33.3,D,0
-32.6962,147.2051,321.7,1.6,1.3,2019-09-26,0430,Aqua,MODIS,68,6.3,307.8,16.3,D,0
-32.3694,149.4585,332.6,2.3,1.5,2019-09-26,0430,Aqua,MODIS,84,6.3,305,78.6,D,0
-28.7738,148.1571,333.5,2.3,1.5,2019-09-26,0431,Aqua,MODIS,80,6.3,305.2,74.7,D,0
-28.7701,148.1635,329.6,2.3,1.5,2019-09-26,0431,Aqua,MODIS,75,6.3,303.5,54.9,D,0
-17.1825,143.3288,347.8,1.8,1.3,2019-09-26,0434,Aqua,MODIS,92,6.3,314.2,86.3,D,0
-17.1944,143.331,341.4,1.8,1.3,2019-09-26,0434,Aqua,MODIS,86,6.3,314,58.2,D,0
-17.1915,143.348,337.1,1.8,1.3,2019-09-26,0434,Aqua,MODIS,69,6.3,311.4,44,D,0
-17.1989,143.3374,334.3,1.8,1.3,2019-09-26,0434,Aqua,MODIS,64,6.3,313.6,33.1,D,0
-17.2033,143.3503,331.3,1.8,1.3,2019-09-26,0434,Aqua,MODIS,32,6.3,312,26.5,D,0
-17.2225,143.3419,334.5,1.8,1.3,2019-09-26,0434,Aqua,MODIS,67,6.3,312.5,34.9,D,0
-14.1696,136.4415,350.2,1,1,2019-09-26,0435,Aqua,MODIS,77,6.3,306.9,49,D,0
-13.0096,141.633,321.4,1.6,1.3,2019-09-26,0435,Aqua,MODIS,42,6.3,301.4,18.1,D,0
-13.012,141.618,327,1.6,1.3,2019-09-26,0435,Aqua,MODIS,0,6.3,302.4,29.5,D,0
-12.9444,141.6767,325.4,1.7,1.3,2019-09-26,0435,Aqua,MODIS,44,6.3,300.8,20.8,D,2
-13.9407,132.9022,336.3,1.4,1.2,2019-09-26,0435,Aqua,MODIS,79,6.3,311.4,32,D,0
-13.9425,132.8887,334,1.4,1.2,2019-09-26,0435,Aqua,MODIS,70,6.3,313.2,25.6,D,0
-13.9318,132.8874,331.6,1.4,1.2,2019-09-26,0435,Aqua,MODIS,52,6.3,311.9,19.8,D,0
-13.9211,132.886,335,1.4,1.2,2019-09-26,0435,Aqua,MODIS,61,6.3,312.5,27.9,D,0
-13.9227,132.8726,336,1.5,1.2,2019-09-26,0435,Aqua,MODIS,52,6.3,315.4,29.2,D,0
-13.9063,132.8298,335.3,1.5,1.2,2019-09-26,0435,Aqua,MODIS,77,6.3,312.8,27.8,D,0
-13.8865,132.813,333.4,1.5,1.2,2019-09-26,0435,Aqua,MODIS,40,6.3,313.2,21.3,D,0
-13.8616,132.8028,331.4,1.5,1.2,2019-09-26,0435,Aqua,MODIS,32,6.3,313.6,18.1,D,0
-14.1778,126.5389,319.2,4.4,1.9,2019-09-26,0435,Aqua,MODIS,53,6.3,298.3,45.8,D,0
-15.4847,130.0688,328.9,2.5,1.5,2019-09-26,0435,Aqua,MODIS,45,6.3,309.2,38.6,D,0
-15.4736,130.0446,329.5,2.5,1.5,2019-09-26,0435,Aqua,MODIS,50,6.3,308.9,41,D,0
-15.4809,130.0525,338.4,2.5,1.5,2019-09-26,0435,Aqua,MODIS,78,6.3,309.8,86.7,D,0
-15.5073,134.925,337,1.1,1.1,2019-09-26,0435,Aqua,MODIS,61,6.3,309.7,26.9,D,0
-15.5058,134.9356,333.6,1.1,1.1,2019-09-26,0435,Aqua,MODIS,44,6.3,311.3,20.2,D,0
-15.4973,134.9991,337,1.1,1.1,2019-09-26,0435,Aqua,MODIS,23,6.3,312.9,25.5,D,0
-15.538,135.0858,335.3,1.1,1.1,2019-09-26,0435,Aqua,MODIS,66,6.3,306.7,23.6,D,0
-15.6369,134.7844,343.4,1.2,1.1,2019-09-26,0435,Aqua,MODIS,82,6.3,303.2,45.8,D,0
-15.6354,134.7953,390.1,1.2,1.1,2019-09-26,0435,Aqua,MODIS,100,6.3,310.1,233.8,D,0
-15.634,134.8061,392.6,1.2,1.1,2019-09-26,0435,Aqua,MODIS,100,6.3,310.3,247.3,D,0
-15.6311,134.8277,342.2,1.2,1.1,2019-09-26,0435,Aqua,MODIS,41,6.3,310.4,38.5,D,0
-14.3168,143.5425,321,2.2,1.4,2019-09-26,0435,Aqua,MODIS,47,6.3,301.9,25.5,D,0
-14.3134,143.5625,324.4,2.2,1.4,2019-09-26,0435,Aqua,MODIS,66,6.3,301.9,35.4,D,0
-14.3165,143.5497,322.3,2.2,1.4,2019-09-26,0435,Aqua,MODIS,59,6.3,302,29.5,D,0
-15.6437,134.8074,361.9,1.2,1.1,2019-09-26,0435,Aqua,MODIS,100,6.3,311.9,94.9,D,0
-14.313,143.5697,322.8,2.2,1.4,2019-09-26,0435,Aqua,MODIS,55,6.3,301.7,28.6,D,0
-14.8406,141.702,341.5,1.5,1.2,2019-09-26,0435,Aqua,MODIS,88,6.3,315.2,44.2,D,0
-14.8383,141.7162,337.8,1.5,1.2,2019-09-26,0435,Aqua,MODIS,84,6.3,313,32.4,D,0
-14.9619,141.6563,329.4,1.5,1.2,2019-09-26,0435,Aqua,MODIS,0,6.3,312.5,14.5,D,0
-16.106,136.7185,331.9,1,1,2019-09-26,0435,Aqua,MODIS,38,6.3,311.9,9,D,0
-16.1047,136.728,338.3,1,1,2019-09-26,0435,Aqua,MODIS,79,6.3,311.9,19.5,D,0
-14.1683,136.4508,329.5,1,1,2019-09-26,0435,Aqua,MODIS,75,6.3,307,13.4,D,0
-11.5789,132.8415,335.1,1.4,1.2,2019-09-26,0436,Aqua,MODIS,87,6.3,307,33.1,D,0
-12.8642,136.4427,322.1,1,1,2019-09-26,0436,Aqua,MODIS,27,6.3,304.3,8.1,D,0
-13.3639,132.4051,344.1,1.5,1.2,2019-09-26,0436,Aqua,MODIS,88,6.3,312.7,59.8,D,0
-13.3658,132.391,368.5,1.5,1.2,2019-09-26,0436,Aqua,MODIS,100,6.3,314.1,173.9,D,0
-13.3824,132.2613,337.8,1.6,1.2,2019-09-26,0436,Aqua,MODIS,63,6.3,314.1,31.6,D,0
-13.3529,132.4036,331.8,1.5,1.2,2019-09-26,0436,Aqua,MODIS,67,6.3,313,23.9,D,0
-13.3823,132.1726,335.4,1.6,1.2,2019-09-26,0436,Aqua,MODIS,79,6.3,313.8,25.8,D,0
-13.3842,132.1579,337.3,1.6,1.2,2019-09-26,0436,Aqua,MODIS,81,6.3,314,31.8,D,0
-13.386,132.1431,359.1,1.6,1.2,2019-09-26,0436,Aqua,MODIS,99,6.3,314.3,121.4,D,0
-13.3879,132.1284,357.5,1.6,1.2,2019-09-26,0436,Aqua,MODIS,98,6.3,313.4,119.1,D,0
-13.3619,132.2439,337.7,1.6,1.2,2019-09-26,0436,Aqua,MODIS,68,6.3,313.5,33,D,0
-13.373,132.1564,359,1.6,1.2,2019-09-26,0436,Aqua,MODIS,99,6.3,312.5,122.8,D,0
-13.3748,132.1416,389.4,1.6,1.2,2019-09-26,0436,Aqua,MODIS,100,6.3,317.2,348.4,D,0
-13.3767,132.1269,403.3,1.6,1.2,2019-09-26,0436,Aqua,MODIS,100,6.3,321.1,512,D,0
-13.3785,132.1122,338.6,1.6,1.2,2019-09-26,0436,Aqua,MODIS,64,6.3,306.7,48.6,D,0
-13.3292,132.4149,349.9,1.5,1.2,2019-09-26,0436,Aqua,MODIS,93,6.3,312.5,77.7,D,0
-13.331,132.4004,349.4,1.5,1.2,2019-09-26,0436,Aqua,MODIS,93,6.3,312.6,74.5,D,0
-13.3508,132.2424,348.7,1.6,1.2,2019-09-26,0436,Aqua,MODIS,92,6.3,312.2,69.9,D,0
-13.3526,132.2279,347.2,1.6,1.2,2019-09-26,0436,Aqua,MODIS,91,6.3,311.5,63.4,D,0
-13.3636,132.1401,349.7,1.6,1.2,2019-09-26,0436,Aqua,MODIS,93,6.3,309.3,85.6,D,0
-13.3654,132.1254,382.4,1.6,1.2,2019-09-26,0436,Aqua,MODIS,100,6.3,309.3,296,D,0
-13.32,132.399,333.1,1.5,1.2,2019-09-26,0436,Aqua,MODIS,59,6.3,312,22.2,D,0
-13.3415,132.2265,359.1,1.6,1.2,2019-09-26,0436,Aqua,MODIS,99,6.3,313.5,120.3,D,0
-11.8493,142.3669,325.5,2,1.4,2019-09-26,0436,Aqua,MODIS,79,6.3,295.2,40,D,0
-13.3303,132.225,332.2,1.6,1.2,2019-09-26,0436,Aqua,MODIS,74,6.3,312.7,21.9,D,0
-13.3321,132.2103,347.5,1.6,1.2,2019-09-26,0436,Aqua,MODIS,91,6.3,312.6,73.7,D,0
-13.3317,132.1208,338.5,1.6,1.2,2019-09-26,0436,Aqua,MODIS,75,6.3,310.2,47.4,D,0
-13.3335,132.1061,334.6,1.6,1.2,2019-09-26,0436,Aqua,MODIS,71,6.3,309.1,38.6,D,0
-13.3308,132.2197,339.1,1.6,1.2,2019-09-26,0436,Aqua,MODIS,83,6.3,313.1,40.6,D,0
-13.3327,132.2051,336,1.6,1.2,2019-09-26,0436,Aqua,MODIS,79,6.3,311.8,33.1,D,0
-11.8471,142.3611,327,2,1.4,2019-09-26,0436,Aqua,MODIS,80,6.3,294.9,45.2,D,0
-13.3329,132.1158,344.3,1.6,1.2,2019-09-26,0436,Aqua,MODIS,88,6.3,310.3,69.6,D,0
-12.7116,136.417,325.8,1,1,2019-09-26,0436,Aqua,MODIS,65,6.3,306.4,12.4,D,0
-11.8008,142.2623,334.9,1.9,1.4,2019-09-26,0436,Aqua,MODIS,65,6.3,289.2,74.2,D,0
-11.8037,142.245,364.6,1.9,1.4,2019-09-26,0436,Aqua,MODIS,100,6.3,295.7,237.5,D,0
-11.7945,142.2255,340.7,1.9,1.3,2019-09-26,0436,Aqua,MODIS,85,6.3,294.8,95.3,D,0
-11.7357,142.2442,320.6,1.9,1.4,2019-09-26,0436,Aqua,MODIS,66,6.3,291.2,31.4,D,0
-12.6167,136.4337,323.4,1,1,2019-09-26,0436,Aqua,MODIS,42,6.3,305.6,12.4,D,0
-12.3891,136.6115,325.6,1,1,2019-09-26,0436,Aqua,MODIS,38,6.3,306.3,13.2,D,0
-12.5023,135.6772,333.6,1,1,2019-09-26,0436,Aqua,MODIS,68,6.3,304,23.9,D,0
-13.0902,130.3222,337.1,2.2,1.4,2019-09-26,0436,Aqua,MODIS,76,6.3,308.1,66.3,D,0
-13.0925,130.3022,347.2,2.2,1.4,2019-09-26,0436,Aqua,MODIS,90,6.3,304.4,126.3,D,0
-13.0911,130.3156,344.4,2.2,1.4,2019-09-26,0436,Aqua,MODIS,88,6.3,307.5,107.7,D,0
-13.0782,130.314,350.8,2.2,1.4,2019-09-26,0436,Aqua,MODIS,93,6.3,309.5,152.3,D,0
-12.1223,136.4881,327.7,1,1,2019-09-26,0436,Aqua,MODIS,74,6.3,306.5,13.1,D,0
-12.4089,134.1636,335.6,1.2,1.1,2019-09-26,0436,Aqua,MODIS,81,6.3,303.9,30.8,D,0
-12.3426,134.5784,336.6,1.1,1.1,2019-09-26,0436,Aqua,MODIS,75,6.3,303.6,28.7,D,0
-12.344,134.5682,340.8,1.1,1.1,2019-09-26,0436,Aqua,MODIS,86,6.3,304.3,37.5,D,0
-12.3265,134.5553,329.4,1.1,1.1,2019-09-26,0436,Aqua,MODIS,56,6.3,306.2,16.7,D,0
-12.126,135.3513,322.6,1,1,2019-09-26,0436,Aqua,MODIS,46,6.3,301.3,12.2,D,0
-12.5728,131.4436,331.1,1.8,1.3,2019-09-26,0436,Aqua,MODIS,66,6.3,311.5,25.9,D,0
-12.6384,130.7205,342.7,2,1.4,2019-09-26,0436,Aqua,MODIS,88,6.3,311.2,81.2,D,0
-12.6407,130.7023,331,2,1.4,2019-09-26,0436,Aqua,MODIS,52,6.3,307.1,32.2,D,0
-12.6115,130.7355,341.3,2,1.4,2019-09-26,0436,Aqua,MODIS,76,6.3,307.4,79.4,D,0
-12.6137,130.7173,337.6,2,1.4,2019-09-26,0436,Aqua,MODIS,76,6.3,311.2,63.8,D,0
-12.6013,130.7157,331.6,2,1.4,2019-09-26,0436,Aqua,MODIS,51,6.3,309.5,40.3,D,0
-12.6095,130.7301,347.9,2,1.4,2019-09-26,0436,Aqua,MODIS,91,6.3,308.5,114.9,D,0
-11.5772,132.8538,326.1,1.4,1.2,2019-09-26,0436,Aqua,MODIS,42,6.3,305.8,15.3,D,0
-11.5669,132.8524,331.5,1.4,1.2,2019-09-26,0436,Aqua,MODIS,81,6.3,307.3,26.3,D,0
-33.3366,122.9004,338.2,1.7,1.3,2019-09-26,0608,Aqua,MODIS,54,6.3,297.8,63.2,D,0
-33.3479,122.9037,377.7,1.7,1.3,2019-09-26,0608,Aqua,MODIS,94,6.3,302.4,287.2,D,0
-31.3971,115.7815,310.2,1,1,2019-09-26,0609,Aqua,MODIS,34,6.3,291,5.6,D,0
-32.8598,116.4232,329.9,1,1,2019-09-26,0609,Aqua,MODIS,84,6.3,295.3,25.3,D,0
-31.3574,115.7464,332.8,1,1,2019-09-26,0609,Aqua,MODIS,74,6.3,296.7,28.4,D,0
-31.3588,115.7358,329.6,1,1,2019-09-26,0609,Aqua,MODIS,78,6.3,297.2,24.3,D,0
-33.3993,115.9692,312.5,1,1,2019-09-26,0609,Aqua,MODIS,47,6.3,291,9.8,D,0
-16.4606,123.918,324.9,4.7,2,2019-09-26,0613,Aqua,MODIS,49,6.3,302.1,90.8,D,0
-16.4806,123.9186,338,4.7,2,2019-09-26,0613,Aqua,MODIS,89,6.3,302.5,250.6,D,0
-16.4631,123.914,324.2,4.7,2,2019-09-26,0613,Aqua,MODIS,37,6.3,301.8,84.3,D,0
-17.933,122.2419,323.2,3.3,1.7,2019-09-26,0613,Aqua,MODIS,0,6.3,305.4,54.2,D,0
-17.9177,122.2385,341.9,3.3,1.7,2019-09-26,0613,Aqua,MODIS,69,6.3,305.4,197.3,D,0
-17.9231,122.2349,341.8,3.3,1.7,2019-09-26,0613,Aqua,MODIS,69,6.3,306.7,196.7,D,0
-16.478,123.9225,339.6,4.7,2,2019-09-26,0613,Aqua,MODIS,90,6.3,302.9,273.9,D,0
-30.8526,152.1341,314.8,1.8,1.3,2019-09-26,1217,Terra,MODIS,29,6.3,287.1,29.6,N,0
-30.8408,152.1321,310.4,1.8,1.3,2019-09-26,1217,Terra,MODIS,20,6.3,286.8,22.4,N,0
-30.8425,152.1152,309.1,1.8,1.3,2019-09-26,1217,Terra,MODIS,32,6.3,286.6,20.7,N,0
-30.8593,152.1404,309.3,1.8,1.3,2019-09-26,1217,Terra,MODIS,54,6.3,286.8,23.3,N,0
-27.6233,148.9866,301,2.6,1.6,2019-09-26,1218,Terra,MODIS,9,6.3,287.7,18.6,N,0
-27.6135,148.9907,308.1,2.6,1.6,2019-09-26,1218,Terra,MODIS,71,6.3,287.8,35.1,N,0
-27.516,149.082,304.2,2.6,1.5,2019-09-26,1218,Terra,MODIS,59,6.3,287.5,27.8,N,0
-27.6092,148.9851,306.3,2.6,1.6,2019-09-26,1218,Terra,MODIS,67,6.3,288,32.1,N,0
-27.5994,148.9893,302,2.6,1.6,2019-09-26,1218,Terra,MODIS,11,6.3,287.9,20,N,0
-22.3665,150.5538,306.9,1.7,1.3,2019-09-26,1219,Terra,MODIS,70,6.3,291.1,17.4,N,0
-22.4521,150.705,308.7,1.7,1.3,2019-09-26,1219,Terra,MODIS,42,6.3,289.9,17.2,N,0
-15.5298,130.0723,310.5,1,1,2019-09-26,1400,Terra,MODIS,59,6.3,297.1,6.8,N,0
-13.3434,132.102,307.1,1.2,1.1,2019-09-26,1400,Terra,MODIS,67,6.3,294.4,7.4,N,0
-13.3417,132.1133,315.7,1.2,1.1,2019-09-26,1400,Terra,MODIS,91,6.3,294.9,15.9,N,0
-13.3436,132.1078,317.8,1.2,1.1,2019-09-26,1400,Terra,MODIS,95,6.3,294.9,18.3,N,0
-13.3418,132.1191,305.8,1.2,1.1,2019-09-26,1400,Terra,MODIS,30,6.3,294.6,5.7,N,0
-13.358,132.1448,306.4,1.2,1.1,2019-09-26,1400,Terra,MODIS,23,6.3,294.5,5.9,N,0
-13.352,132.2486,312.5,1.2,1.1,2019-09-26,1400,Terra,MODIS,84,6.3,294.9,11.7,N,0
-13.3502,132.26,311.6,1.2,1.1,2019-09-26,1400,Terra,MODIS,81,6.3,295.1,10.9,N,0
-13.3269,132.4095,310.7,1.3,1.1,2019-09-26,1400,Terra,MODIS,79,6.3,295.8,9.6,N,0
-13.325,132.4212,307.3,1.3,1.1,2019-09-26,1400,Terra,MODIS,59,6.3,295.9,6.3,N,0
-13.3743,132.1706,308.5,1.2,1.1,2019-09-26,1400,Terra,MODIS,63,6.3,294.9,8.1,N,0
-13.3726,132.1819,308.7,1.2,1.1,2019-09-26,1400,Terra,MODIS,73,6.3,295,8.7,N,0
-13.3602,132.2616,307.2,1.2,1.1,2019-09-26,1400,Terra,MODIS,67,6.3,295.4,6.9,N,0
-13.3369,132.4111,311.1,1.3,1.1,2019-09-26,1400,Terra,MODIS,65,6.3,295.9,9.2,N,0
-13.3351,132.4228,317.2,1.3,1.1,2019-09-26,1400,Terra,MODIS,94,6.3,296.3,16.4,N,0
-13.357,132.4144,311.6,1.3,1.1,2019-09-26,1400,Terra,MODIS,51,6.3,296,9.6,N,0
-13.3688,132.4044,311.7,1.3,1.1,2019-09-26,1400,Terra,MODIS,42,6.3,296.4,9.6,N,0
-13.367,132.4162,322.9,1.3,1.1,2019-09-26,1400,Terra,MODIS,100,6.3,296.3,24.2,N,0
-13.3771,132.4177,347,1.3,1.1,2019-09-26,1400,Terra,MODIS,100,6.3,298.5,76,N,0
-13.3753,132.4296,308,1.3,1.1,2019-09-26,1400,Terra,MODIS,71,6.3,295.3,7.3,N,0
-14.236,126.5668,310.1,1.2,1.1,2019-09-26,1400,Terra,MODIS,77,6.3,296.8,9.9,N,0
-13.9098,132.8686,309.5,1.3,1.1,2019-09-26,1400,Terra,MODIS,75,6.3,296.4,9.2,N,0
-13.9078,132.881,307.6,1.3,1.1,2019-09-26,1400,Terra,MODIS,50,6.3,296.2,7.2,N,0
-13.9264,132.8968,313.5,1.3,1.1,2019-09-26,1400,Terra,MODIS,42,6.3,297.8,12,N,0
-13.9367,132.8985,311.9,1.3,1.1,2019-09-26,1400,Terra,MODIS,82,6.3,298,10.6,N,0
-13.9469,132.9004,314.2,1.3,1.1,2019-09-26,1400,Terra,MODIS,88,6.3,298.2,13,N,0
-15.4371,130.0139,308.8,1,1,2019-09-26,1400,Terra,MODIS,70,6.3,297.6,5.3,N,0
-15.483,130.0781,317,1,1,2019-09-26,1400,Terra,MODIS,92,6.3,299.6,11.6,N,0
-15.5001,130.0867,314.7,1,1,2019-09-26,1400,Terra,MODIS,88,6.3,298.8,9.1,N,0
-15.5104,130.0788,321.2,1,1,2019-09-26,1400,Terra,MODIS,100,6.3,297.8,15.5,N,0
-15.5091,130.0881,307.8,1,1,2019-09-26,1400,Terra,MODIS,16,6.3,297.1,4.7,N,0
-15.5194,130.0802,320,1,1,2019-09-26,1400,Terra,MODIS,99,6.3,297.2,15,N,0
-15.5311,130.0629,323.2,1,1,2019-09-26,1400,Terra,MODIS,100,6.3,299.1,18.3,N,0
-16.4312,124.136,325.2,1.9,1.3,2019-09-26,1400,Terra,MODIS,100,6.3,296.6,50.2,N,0
-16.4355,124.1423,318.2,1.9,1.3,2019-09-26,1400,Terra,MODIS,96,6.3,296.3,33.2,N,0
-16.5553,124.8931,308.1,1.7,1.3,2019-09-26,1400,Terra,MODIS,71,6.3,297.6,10,N,0
-15.6447,134.8076,305.8,1.7,1.3,2019-09-26,1400,Terra,MODIS,65,6.3,294.2,12.8,N,0
-12.6525,130.7369,305.7,1.1,1,2019-09-26,1401,Terra,MODIS,41,6.3,294.8,4.6,N,0
-12.6511,130.7467,318.5,1.1,1,2019-09-26,1401,Terra,MODIS,97,6.3,295.5,15.7,N,0
-12.3961,132.851,311.8,1.4,1.2,2019-09-26,1401,Terra,MODIS,83,6.3,293.6,15.2,N,0
-12.8677,130.4652,311.9,1,1,2019-09-26,1401,Terra,MODIS,84,6.3,294.2,10.1,N,0
-12.8663,130.4748,350.2,1,1,2019-09-26,1401,Terra,MODIS,100,6.3,296.7,66,N,0
-12.631,130.7536,324,1.1,1,2019-09-26,1401,Terra,MODIS,100,6.3,295.4,21.4,N,0
-12.6418,130.7453,321,1.1,1,2019-09-26,1401,Terra,MODIS,100,6.3,295.8,17.5,N,0
-12.6325,130.7438,330.4,1.1,1,2019-09-26,1401,Terra,MODIS,100,6.3,295.9,29.5,N,0
-12.6403,130.7551,337.3,1.1,1,2019-09-26,1401,Terra,MODIS,100,6.3,296.9,40.7,N,0
-14.3039,143.6569,307.8,2.2,1.4,2019-09-26,1526,Aqua,MODIS,40,6.3,292.7,21.3,N,0
-14.3006,143.6373,307.1,2.2,1.4,2019-09-26,1526,Aqua,MODIS,38,6.3,292.3,20.4,N,0
